Ranking,Title,Genre,Publisher,Year,Directors,Plot,Rating,Votes,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platforms
"2712","Resident Evil 5","Action","Capcom","2009","Yasuhiro Anpo, Kenichi Ueda","Sent in by the BSAA, Chris Redfield has a new mission. It takes him into South Africa where he encounters a new horror and relives an old past.",7.8,8479,4.08,2.41,1.2,1,8.69,"X360|PS3|PC"
"2713","Resident Evil 6","Shooter","Capcom","2012","Eiichiro Sasaki, Masanori Kobayashi, Ken Ohara","The war on bio-terrorism continues as Chris Redfield, Leon Kennedy, and other famous Resident Evil stalwarts battle a seemingly familiar adversary.",6.7,4744,2.07,1.64,0.95,0.6,5.28,"PS4|X360|PC|PS3|XOne"
"2714","Resident Evil Zero","Action","Capcom","2002","Koji Oda, Ken Sakamoto","Rebecca Chambers and convicted criminal Billy Coen explore an abandoned training facility for employees of the pharmaceutical company Umbrella.",7.8,2335,0.69,0.47,0.5,0.1,1.74,"XOne|GC|PS4|PC"
"2715","Resident Evil: Dead Aim","Action","Capcom","2003","Takuya Iwasaki, Eiro Shirahama","Four years after Raccoon city's destruction, an ocean liner, has been infested by the T-virus stolen from Umbrella's labs by Morpheus D. Duvall. Unless his demands are given, he will launch missiles carrying the virus to the US and China.",5.7,304,0.17,0.13,0,0.04,0.35,"PS2"
"2716","Resident Evil: Deadly Silence","Action","Capcom","2006","Missing","A remake of the original Biohazard for the Nintendo DS.",7.4,229,0.12,0.03,0.11,0.01,0.27,"DS"
"2717","Resident Evil: Operation Raccoon City","Action","Capcom","2012","Adam Bullied, Andrew Santos, Jose Pablo Gonzalez, Tuomas Pirinen","In 1998, the T-virus is released into Raccoon city by William Birkin. As a result, a group of elite paramilitary mercenaries is sent in by the Umbrella Security Service to clear Umbrella's connection to the virus.",5.1,748,1.03,0.43,0.39,0.17,2,"X360|PS3|PC"
"2718","Resident Evil: Outbreak","Action","Capcom","2003","Eiichiro Sasaki","Resident Evil: Outbreak depicts a series of episodic story lines in the fictional Raccoon City. It was set during the same general time period as Resident Evil 2 (1998) and Resident Evil 3: Nemesis (1999).",6.8,855,0.54,0.35,0.46,0.1,1.45,"PS2"
"2719","Resident Evil: Revelations","Action","Capcom","2012","Koushi Nakanishi","Jill Valentine and Parker Luciani are sent to search for Chris Redfield and Jessica Sherawat on the SS Queen Zenobia.",7.3,1595,0.63,0.76,0.57,0.21,2.19,"PS3|X360|WiiU|PC|3DS"
"2720","Resident Evil: Revelations 2","Action","Capcom","2015","Yasuhiro Anpo, Koushi Nakanishi, Ken Sakamoto","Revelations 2 sees the return of Claire Redfield, whom along with the daughter of Barry Burton, Moira Burton, must try to escape off a monster-infested island.",7.5,1408,0.31,0.43,0.32,0.13,1.18,"PSV|XOne|PS4|X360|PS3"
"2721","Resident Evil: Survivor","Action","Eidos Interactive","2000","Hiroyuki Kai","An uncontrollable outbreak of the Umbrella created T-Virus occured in Raccoon city. To stop the outbreak from spreading further, Umbrella was forced to wipe out the city. However, this was not the only location where an outbreak occurred.",5.3,490,0.23,0.15,0.29,0.05,0.71,"PS"
"2722","Resident Evil: The Darkside Chronicles","Action","Capcom","2009","Hidé Gondoh, Hiroaki Kotake, Yasuhiro Seto, Tomohiro Kurokawa, Liam O'Brien, Stephanie Sheh, Shinji Takehara","As Leon Kennedy and Jack Krauser investigate a series of disappearances in South America, the dark history of the events of Resident Evil 2 and Code Veronica come full circle.",7.1,484,0.48,0.32,0.2,0.09,1.08,"Wii"
"2723","Resident Evil: The Mercenaries 3D","Action","Capcom","2011","Koushi Nakanishi","Fight through 30 levels of intense action in this 3rd person shooter for the 3ds. Play as a variety of characters from the series and defeat as many zombies as you can before the clock reaches zero.",7.1,92,0.16,0.17,0.13,0.03,0.49,"3DS"
"2724","Resident Evil: The Umbrella Chronicles","Action","Capcom","2007","Hidé Gondoh, Hiroaki Kotake, Yasuhiro Seto","Umbrella Chronicles serves as a summary of the Resident Evil story, documenting the events of Resident Evil 0, 1, 3 and Code Veronica. It introduces a new story element documenting the collapse of Umbrella in lead up to Resident Evil 4.",7.2,559,0.68,0.43,0.29,0.14,1.54,"Wii"
"2725","Resident Evil: Umbrella Corps","Action","Capcom","2016","Missing","Umbrella Corps brings a competitive experience featuring new types of strategy and technique blended with elements from the world of Resident Evil, to create a ""unique"" kind of shooter.",2.2,192,0,0,0.02,0,0.02,"PS4"
"2726","Resistance 2","Shooter","Sony Computer Entertainment","2008","Brian Hastings","The Chimera have launched a full scale invasion on both the east and west coasts of the United States. Hale joins a special task force group put together by the SRPA, who are also resistant to the Chimera virus.",7.9,1292,1.15,0.85,0.1,0.39,2.48,"PS3"
"2727","Resistance 3","Shooter","Sony Computer Entertainment","2011","Henry Hobson","The story starts four years after Operation: Black Eden, where the United States is the last nation standing against the Chimera, but leaving most of the states into barren wastelands along with the rest of the world.",8,917,0.64,0.58,0.05,0.23,1.5,"PS3"
"2728","Resistance: Burning Skies","Shooter","Sony Computer Entertainment","2012","Robert Huebner","During the Chimera's invasion of North America's East Coast, New York City firefighter Tom Riley becomes involved in a resistance movement while searching for his wife and daughter.",6.9,67,0.21,0.16,0.02,0.07,0.45,"PSV"
"2729","Resistance: Fall of Man","Shooter","Sony Computer Entertainment","2006","Brian Hastings","Sergeant Nathan Hale, along with the human resistance forces, attempts to drive a mysterious alien-like invasion out of Britain.",7.9,1723,1.73,1.73,0.14,0.75,4.35,"PS3"
"2730","Resistance: Retribution","Shooter","Sony Computer Entertainment","2009","Jeff Spoonhower","James Grayson, a marine deserts the army to destroy chimera conversion centers to avenge his brother, because of this, he is sentenced to death for desertion. James is pardoned by the French resistance to destroy more conversion centers.",7.7,96,0.27,0.36,0.05,0.22,0.9,"PSP"
"2731","Resonance of Fate","Role-Playing","Sega","2010","Takayuki Suguro, Manabu Himukai, Kenichi Kanekura, Joe Moeller, Ryuichi Oonuma, Hajime Toma","Resonance of Fate is a role-playing game that takes place in the future when the Earth becomes too poisonous to live on and humanity moves to the machine-city of Basel. It is a city built ...                See full summary »",7.4,108,0.32,0.35,0.3,0.12,1.07,"PS3|X360"
"2732","Return Fire","Strategy","Time Warner Interactive","1995","Baron RK Von Wolfsheild","Return Fire features both One and Two Player modes. Play alone, or engage your closest enemy with a Split Screen view. Each mode features 9 different levels of play, over 100 maps, and four...                See full summary »",8.4,24,0.05,0.03,0,0.01,0.09,"PS"
"2733","Rez","Shooter","Sony Computer Entertainment","2001","Jun Kobayashi","Rez is a musical rail shooter set in a futuristic computer network called Project-K, where a virus named Swayzak invades the mainframe of the Project-K system.",8.4,128,0.03,0.02,0,0.01,0.05,"PS2"
"2734","Rhapsody: A Musical Adventure","Role-Playing","Nippon Ichi Software","1999","Missing","In this game the player controls Cornet, a young orphaned girl who can animate lifeless puppets by playing on her trumpet. One day, Cornet meets prince Ferdinand and falls in love with him....                See full summary »",7.3,20,0.07,0.01,0,0,0.1,"PS|DS"
"2735","Rhythm Heaven","Misc","Nintendo","2008","Kazuyoshi Osawa","Missing",7.8,35,0.58,0.51,1.93,0.14,3.17,"DS"
"2736","Rhythm Heaven","Misc","Unknown","2008","Kazuyoshi Osawa","Missing",7.8,35,0.13,0,0.77,0.01,0.9,"Wii"
"2737","Rhythm Tengoku","Misc","Nintendo","2006","Kazuyoshi Osawa","In rhythm tengoku you as the player have to beat rhythm based mini games to progress forward in the game. After every five games there is a remix remixing the games you have just played",7.4,19,0,0,0.3,0.01,0.3,"GBA"
"2738","Rhythm Thief & the Emperor's Treasure","Misc","Sega","2012","Shun Nakamura, Sayaka Yamato","Missing",7,7,0.07,0.07,0.12,0.01,0.27,"3DS"
"2739","Ribbit King","Sports","Atari","2003","Missing","Missing",7.8,16,0.09,0.05,0,0.01,0.14,"PS2|GC"
"2740","Richard Burns Rally","Racing","SCi","2004","Missing","Missing",7.7,17,0,0.03,0,0.01,0.04,"PC"
"2741","Ride","Racing","Milestone S.r.l.","2015","Missing","Missing",7.9,14,0.07,0.29,0.04,0.05,0.45,"X360|PS4|PS3|PC|XOne"
"2742","Ridge Racer","Racing","Namco Bandai Games","2004","Keith Arem","Missing",6.9,39,0.04,0.08,0.05,0.03,0.2,"PSV"
"2743","Ridge Racer","Racing","Namco Bandai Games","2011","Missing","Missing",6.2,6,0.04,0.08,0.05,0.03,0.2,"PSV"
"2744","Ridge Racer","Racing","Sony Computer Entertainment","2004","Keith Arem","Missing",6.9,39,0.36,0.45,1.06,0.33,2.2,"PS|PSP"
"2745","Ridge Racer","Racing","Sony Computer Entertainment","2011","Missing","Missing",6.2,6,0.36,0.45,1.06,0.33,2.2,"PS|PSP"
"2746","Ridge Racer 2","Racing","Sony Computer Entertainment","1994","Missing","Missing",6.8,6,0,0.03,0.07,0.01,0.1,"PSP"
"2747","Ridge Racer 6","Racing","Namco Bandai Games","2005","Missing","Missing",5.5,34,0.1,0.02,0.07,0.01,0.2,"X360"
"2748","Ridge Racer 7","Racing","Namco Bandai Games","2006","Keith Arem","Drift your way to victory. The fastest, slickest ride of your life has arrived. Prepare to experience adrenaline-fuelled drift racing at its very best.",6.5,44,0.24,0.7,0.16,0.26,1.37,"PS3"
"2749","Ridge Racer Unbounded","Racing","Namco Bandai Games","2012","Janne Alanenpää","Racers compete in no-rules street races, dodging traffic and running through whatever gets in their way. A mysterious team led by a Japanese Hashiriya master, called ""The Unbounded,"" plays a major role in the races throughout Shatter Bay.",6.3,45,0.1,0.17,0,0.04,0.32,"PC|X360|PS3"
"2750","Ridge Racer V","Action","Namco Bandai Games","2000","Missing","As with other titles in the Ridge Racer series, this is arcade racing action, discarding reality in favor of fantasy thrills. There are 14 tracks and 18 cars. You can play a full 'Grand ...                See full summary »",6,33,0.24,0.19,0.75,0.06,1.24,"PS2"
"2751","Ring of Red","Strategy","Konami Digital Entertainment","2000","Masahiro Hinami","In a ""What-If"" scenario, World War II ends with Japan not surrendering and the U.S. not deploying nukes. It drags on for years, and eventually is split down the middle like Korea would be ...                See full summary »",7.4,18,0.06,0.04,0,0.01,0.11,"PS2"
"2752","Rio","Misc","THQ","2011","Missing","Missing",6.8,16,0.35,0.19,0,0.06,0.61,"Wii|PS3|DS|X360"
"2753","Rise of Nations","Strategy","Microsoft Game Studios","2003","Brian Reynolds","A RTS game spanning across different ages and nations to determine who is the best.",8,839,0.01,0.02,0,0.01,0.04,"PC"
"2754","Rise of Nations: Rise of Legends","Strategy","Microsoft Game Studios","2006","Brian Reynolds","Rise of Nations: Rise of Legends is a real-time strategy video game for Microsoft Windows, made by Big Huge Games, and published by Microsoft.",7.7,112,0,0.03,0,0.01,0.03,"PC"
"2755","Rise of Nightmares","Action","Sega","2011","Jack Fletcher","In Romania, Josh and his wife Kate are on a train. She is in the dining car. He goes there but finds the car full of blood and his wife being carried off by a large man. The train derails. Josh takes refuge with the survivors in a cave.",7.9,39,0.28,0.13,0.01,0.04,0.47,"X360"
"2756","Rise of the Kasai","Action","Sony Computer Entertainment","2005","Jonathan Beard","Missing",7,16,0.09,0.07,0,0.02,0.19,"PS2"
"2757","Rise of the Tomb Raider","Adventure","Square Enix","2015","Neil Huxley, Wilson Mui","Lara Croft continues her late father's research, trekking across Siberia in search of the answers her father couldn't find, facing off against an ancient and ruthless shadow organisation.",8.5,9424,0.7,0.92,0.02,0.14,1.8,"X360|XOne|PC"
"2758","Risen","Role-Playing","Deep Silver","2009","Andrew S. Walsh","Your ship is destroyed and washes up on shore. On the island you become involved with the plans of Mendoza, who has discovered a temple leading into the heart of the volcano. The High Inquisitor tasks you with gaining access to the temple.",7.6,463,0.07,0.22,0,0.04,0.33,"X360|PC"
"2759","Risen 2: Dark Waters","Role-Playing","Deep Silver","2012","Missing","Missing",6.9,196,0.09,0.41,0.01,0.1,0.62,"PC|PS3|X360"
"2760","Risen 3: Titan Lords","Role-Playing","Deep Silver","2014","Michael Rüve","A former pirate captain loses his soul, and must go on a journey to reclaim it.",6.9,125,0.04,0.25,0,0.05,0.33,"PS4|X360|PC|PS3"
"2761","Rising Zan: The Samurai Gunman","Action","Agetec","1999","Missing","A Cowboy with the skills of a Samurai has the responsibility of protecting his town from an evil group of Ninjas.",5.9,10,0.01,0.01,0,0,0.02,"PS"
"2762","Risk: Global Domination","Strategy","Atari","2003","Missing","Video game adaption of the famous strategy board game. Battle several famous historical leaders like Catherine the Great and George Washington for world domination.",7.9,17,0.19,0.15,0,0.05,0.38,"PS2"
"2763","Risk: Global Domination","Strategy","Atari","2015","Missing","Missing",7.3,20,0.19,0.15,0,0.05,0.38,"PS2"
"2764","Riven: The Sequel to Myst","Adventure","Acclaim Entertainment","1997","Robyn C. Miller, Richard Vander Wende, Tim Greenberg","After the events of Myst (1993), the Stranger travels to Riven to help Atrus by rescuing his wife Catherine, trapping his father Gehn and saving the Rivenese before their world collapses.",8.7,506,0.18,0.12,0,0.02,0.32,"PS"
"2765","Riven: The Sequel to Myst","Adventure","Red Orb","1997","Robyn C. Miller, Richard Vander Wende, Tim Greenberg","After the events of Myst (1993), the Stranger travels to Riven to help Atrus by rescuing his wife Catherine, trapping his father Gehn and saving the Rivenese before their world collapses.",8.7,506,1.52,0.82,0,0.1,2.43,"PC"
"2766","River Raid","Shooter","Activision","1982","Missing","Pilot your jet destroying the enemy and looking for fuel reserves in the Atari 2600 game.",7.5,54,1.49,0.09,0,0.02,1.6,"2600"
"2767","Riviera: The Promised Land","Role-Playing","505 Games","2007","Kevin Patzelt","The Seven Magi of Asgard plan to activate the Retribution, which will vanquish the resurrected demons, but also destroy the peaceful land of Riviera. Ein, a Grim Angel, fights demons and Grim Angels to protect Riviera.",7.8,14,0.07,0,0.02,0.01,0.09,"PSP"
"2768","Riviera: The Promised Land","Role-Playing","Sting","2007","Kevin Patzelt","The Seven Magi of Asgard plan to activate the Retribution, which will vanquish the resurrected demons, but also destroy the peaceful land of Riviera. Ein, a Grim Angel, fights demons and Grim Angels to protect Riviera.",7.8,14,0.07,0.03,0,0,0.1,"GBA"
"2769","Road Rash","Racing","Electronic Arts","1991","Carl Mey","Third person motorcycle racer much like Super Hang-On only with loads of fighting and playing dirty.",7.5,182,0.71,0.48,0,0.08,1.27,"PS"
"2770","Road Rash","Racing","Electronic Arts","1994","Rod Gross","Motorcyclists participate in violent and illegal street races. This is a remake of the original Road Rash from 1991 and features full motion video sequences.",7.5,220,0.71,0.48,0,0.08,1.27,"PS"
